,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,batch
239,0,0,Titanium,0.40316,0.07,0.5656,0.045,72.09997761523155,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0508,0.0461,0.0389,78.5,0.145,0.767,0.068,0.12,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001242,0.00727,0.003094,0.00803,0.001151,0.003418,0.001438,0.694879,3_1
7128,1,1,Steel,0.429868,0.054347,0.56593,0.044054,72.44289285561736,0.04007,0.02793,0.03208,0.0367,0.0212,0.013659,0.029869,0.01512,0.040577,0.101005,0.031267,66.26731,0.18992,0.473645,0.06793,0.134881,0.014824,0.017653,0.329769,0.300636,0.00961,0.002767,0.001178,0.00031,0.002524,0.003968,0.004489,0.00053791,0.626853,Generated 15
14022,0,0,Steel,0.392851,0.034164,0.56238,0.044222,72.98886433859752,0.03853,0.02876,0.04313,0.03712,0.02347,0.013981,0.030908,0.01493,0.044011,0.035434,0.025273,71.60034,0.10191,0.383151,0.06823,0.130245,0.0112947552083332,0.0126413872420262,0.328822,0.339256,0.008726,0.003133,0.001931,0.003113,0.003144,0.002718,0.002366,0.007444,0.622123,Generated 50
542,0,0,Steel,0.405,0.078,0.5656,0.04,74.0,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.0359,0.0191,0.0283,72.5,0.1327,0.58,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.0106,0.007716,0.000897,0.007727,0.00060009,0.004889,0.00094785,0.00099984,0.662251,1_3
6947,1,1,Steel,0.39126,0.01873,0.56533,0.04389,73.12524,0.04062,0.02772,0.03203,0.03674,0.021386,0.012598,0.025271,0.01466,0.033072,0.008615,0.025091,71.8467,0.09437,0.41852,0.06811,0.129479,0.015575,0.017545,0.330322,0.299902,0.008609,0.001436,0.002454,0.003204,0.004177,0.001501,0.006635,0.002949,0.661309,Generated 14
10917,0,0,Titanium,0.400288,0.067033,0.566,0.045,72.701927074796,0.04,0.02731,0.04003,0.03849,0.024989,0.016229,0.02723,0.015,0.047485,0.112602,0.021793,73.59608,0.14453,0.600242,0.068,0.130033,0.0112947552083332,0.0126413872420262,0.33,0.349673,0.009,0.003661,0.000575,0.003056,0.001895,0.008327,0.003943,0.001212,0.657177,Generated 35
10646,1,1,Steel,0.400514,0.065946,0.52867,0.048209,73.78046282835027,0.04,0.0286,0.04584,0.0365,0.0227,0.012831,0.03234,0.015,0.042601,0.120579,0.026059,72.56431,0.09504,0.59619,0.06884,0.123716,0.015974,0.017959,0.33,0.35,0.010182,0.00223,0.001047,0.000858,0.001719,0.004561,0.00132,0.002428,0.647194,Generated 34
1459,0,0,Steel,0.415,0.075,0.5656,0.045,73.25001850161814,0.04,0.027,0.036,0.03505,0.0185,0.013,0.0286,0.015,0.0356,0.0185,0.0246,73.0,0.125,0.5185,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.000617,0.001265,0.00493,0.001639,0.00094129,0.002123,0.002373,0.643564,1_8
12059,0,0,Steel,0.461317,0.060648,0.55933,0.059466,72.65265270441475,0.04206,0.0368,0.04788,0.04244,0.032196,0.018292,0.03145,0.01511,0.04453,0.037139,0.029288,69.68233,0.10991,0.462976,0.06828,0.125609,0.0112947552083332,0.0126413872420262,0.328434,0.309267,0.008559,0.001615,0.004631,0.002624,0.002058,0.002673,0.002881,0.001551,0.644201,Generated 40
1903,0,0,Steel,0.425,0.0525,0.5656,0.038,75.00000349528622,0.04,0.0267,0.032,0.0365,0.02,0.013,0.028,0.015,0.0358,0.0224,0.033,71.0,0.0997,0.5224,0.068,0.125,0.0158489361702121,0.0177589703095392,0.33,0.35,0.015,0.000937,0.005575,0.001397,0.00067533,0.007447,0.006285,0.001159,0.634934,1_10
4648,1,1,Aluminum,0.40341,0.06414,0.59597,0.045,73.11724,0.04,0.0286,0.04173,0.0365,0.023426,0.01341,0.0318,0.015,0.048999,0.047804,0.029123,73.0,0.17405,0.47623,0.068,0.130586,0.014124,0.01589,0.33,0.344138,0.009,0.004871,0.007584,0.002405,0.002363,0.004586,0.005172,0.005349,0.636944,Generated 2
362,0,0,Steel,0.415,0.048,0.5656,0.045,74.49998322747555,0.04,0.0292,0.045,0.0365,0.022,0.017,0.0286,0.015,0.0529,0.09,0.03,70.0,0.1151,0.48,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.35,0.008,0.003589,0.001447,0.00955,0.003445,0.001299,0.001218,0.002621,0.660277,1_2
12837,0,0,Steel,0.412457,0.031768,0.56225,0.033124,71.82954153592982,0.0385,0.02822,0.051,0.03735,0.025911,0.017901,0.031078,0.01512,0.044107,0.04329,0.027866,70.36733,0.11498,0.411096,0.06552,0.133075,0.0112947552083332,0.0126413872420262,0.328816,0.268458,0.008821,0.001811,0.002422,0.00198,0.001534,0.001703,0.006787,0.006459,0.644477,Generated 44
7114,1,1,Steel,0.438789,0.072793,0.56542,0.055508,70.99577335245543,0.03987,0.02906,0.04937,0.03621,0.020953,0.012614,0.03028,0.01464,0.075403,0.137438,0.026008,73.39499,0.18632,0.489644,0.06933,0.129581,0.014462,0.017387,0.330648,0.301893,0.008329,0.002266,0.002368,0.002462,0.003132,0.004171,0.007924,0.007053,0.707612,Generated 15
7210,1,1,Steel,0.490705,0.089994,0.58354,0.244778,73.23649669765307,0.03978,0.02755,0.04471,0.0365,0.021549,0.011701,0.033304,0.01449,0.051679,0.050842,0.04183,73.88643,0.14695,0.555174,0.0684,0.130094,0.015674,0.017708,0.330274,0.350641,0.008104,0.004006,0.006345,0.008692,0.009122,0.003925,0.003305,0.001191,0.669952,Generated 15
2086,0,0,Steel,0.425,0.03,0.5656,0.05,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0427,0.0396,0.0283,72.0,0.1121,0.465,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001945,0.001202,0.004354,0.001162,0.006239,0.00077261,0.005054,0.665519,1_11
2988,1,1,Steel,0.4,0.028,0.57,0.065,72.99997971982306,0.04,0.0286,0.044,0.0365,0.02335,0.013,0.0318,0.015,0.0424,0.0643,0.0237,68.0,0.115,0.355,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00962,0.008595,0.006322,0.002475,0.003025,0.002379,0.00052897,0.66196,2_5
12369,0,0,Steel,0.39883,0.027135,0.56469,0.053381,72.37677352605925,0.03924,0.02885,0.04284,0.03598,0.022552,0.013759,0.030836,0.01475,0.043483,0.038375,0.0498,71.84421,0.14962,0.461222,0.06716,0.129025,0.0112947552083332,0.0126413872420262,0.329914,0.328428,0.009288,0.002297,0.001754,0.005258,0.002353,0.009622,0.003495,0.003008,0.635855,Generated 42
6932,1,1,Titanium,0.42868,0.02327,0.56574,0.04501,74.96198,0.04062,0.02762,0.04925,0.03687,0.027434,0.022154,0.028456,0.01448,0.051588,0.023658,0.017746,66.17717,0.09913,0.21736,0.07314,0.129865,0.015598,0.017117,0.330646,0.301044,0.008574,0.001892,0.002223,0.007139,0.004286,0.001695,0.002502,0.004203,0.632652,Generated 14
9922,1,1,Steel,0.333143,0.075337,0.54128,0.125571,77.16463804529046,0.04062,0.03198,0.05585,0.03615,0.025023,0.011756,0.032145,0.01416,0.048402,0.085623,0.027841,75.2186,0.11839,0.48786,0.06241,0.127795,0.014348,0.016392,0.330322,0.351224,0.010041,0.003664,0.004133,0.005515,0.003725,0.007471,0.002615,0.003143,0.62409,Generated 31
13808,1,1,Titanium,0.400932,0.029259,0.55492,0.141588,72.39304552744098,0.0398,0.04164,0.06341,0.04047,0.036409,0.0253,0.034554,0.01484,0.043704,0.030055,0.027104,68.26317,0.12108,0.395458,0.0702,0.154119,0.015593,0.017546,0.328503,0.309407,0.008749,0.000851,0.00843,0.002373,0.001938,0.00839,0.001056,0.001328,0.638301,Generated 48
4451,0,0,Aluminum,0.40413,0.03177,0.5656,0.05988,74.54656,0.04,0.03047,0.045,0.03809,0.025618,0.014913,0.03336,0.015,0.049509,0.020203,0.032774,73.45345,0.14331,0.42231,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.3,0.009,0.003512,0.003593,0.004414,0.00114,0.003646,0.006064,0.003769,0.645093,Generated 2
13935,0,0,Aluminum,0.483858,0.038643,0.56265,0.045011,72.17337350878782,0.03865,0.04075,0.05387,0.05617,0.037931,0.017753,0.03136,0.01464,0.049117,0.112145,0.026943,67.23307,0.10232,0.375733,0.06771,0.127951,0.0112947552083332,0.0126413872420262,0.328424,0.27748,0.008991,0.01003,0.004149,0.001941,0.006445,0.002435,0.001213,0.002314,0.630507,Generated 49
3607,0,1,Steel,0.39,0.05,0.5519,0.11,73.5,0.052,0.033,0.05,0.0391,0.02335,0.0135,0.028,0.015,0.0382,0.0943,0.0242,74.0,0.1748,0.5343,0.068,0.13,0.0158489361702121,0.018,0.33,0.35,0.009,0.005073,0.004619,0.001502,0.006717,0.001729,0.00085654,0.007377,0.647133,1_20
3984,1,1,Titanium,0.409,0.072,0.5688,0.045,72.99997971982306,0.04,0.0286,0.05,0.0365,0.02335,0.013,0.0349,0.015,0.0536,0.0439,0.0342,73.0,0.155,0.51,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000528,0.003069,0.002257,0.00088391,0.00074269,0.008036,0.00058088,0.654764,3_2
3347,1,1,Steel,0.31581,-0.027,0.45,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0448,0.0472,0.0324,74.0,0.2247,0.4722,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.008495,0.000929,0.003527,0.001369,0.002176,0.00539,0.001605,0.521467,2_6
2083,0,0,Titanium,0.454,-0.07,0.5656,0.38,61.5,0.04,0.03405,0.045,0.04073,0.033,0.0235,0.0318,0.015,0.0441,0.1489,0.0315,65.0,0.11,0.4489,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.000664,0.001024,0.001693,0.0008055,0.006028,0.00087426,0.009855,0.566852,1_11
11037,1,1,Steel,0.42901,0.02471,0.6252,0.15468,76.66509,0.04917,0.03709,0.04511,0.0491,0.035371,0.021246,0.038791,0.01278,0.035201,0.057819,0.043207,74.42443,0.11833,0.25685,0.06867,0.128701,0.01421,0.01799,0.33,0.324572,0.008661,0.009397,0.00323,0.006851,0.006576,0.003972,0.004323,0.0083,0.697743,Generated 36
6786,1,1,Steel,0.40413,0.06986,0.56489,0.04728,73.97078,0.03969,0.02652,0.03386,0.03705,0.020781,0.01349,0.0299,0.01496,0.0373,0.018027,0.028655,72.8536,0.12998,0.54882,0.06781,0.129818,0.01601,0.018163,0.329968,0.35042,0.008979,0.001452,0.001692,0.002287,0.002243,7.64e-06,0.002685,0.00258,0.641815,Generated 13
2514,1,1,Titanium,0.40279,0.07,0.5638,0.045,74.0,0.04,0.029,0.05,0.0365,0.02735,0.0125,0.03,0.015,0.0513,0.0133,0.0253,73.0,0.13,0.5133,0.082,0.13,0.016,0.018,0.33,0.35,0.009,0.005682,0.005446,0.008876,0.002815,0.002479,0.002092,0.00317,0.650051,2_3
12842,0,0,Steel,0.370846,0.026215,0.55846,0.005436,71.78341843342179,0.038,0.02604,0.04973,0.03326,0.022437,0.013393,0.031027,0.01527,0.043036,0.037278,0.02176,70.30955,0.08729,0.285401,0.06598,0.136079,0.0112947552083332,0.0126413872420262,0.327948,0.328917,0.008401,0.001175,0.001462,0.002683,0.002095,0.001363,0.002945,0.00899,0.603085,Generated 44
3004,1,1,Steel,0.44,0.07,0.55,0.045,75.00000349528622,0.04,0.0286,0.032,0.0365,0.0175,0.0115,0.028,0.015,0.0446,0.0448,0.0307,75.0,0.1206,0.5798,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003914,0.000603,0.000963,0.001299,0.00080639,0.002984,0.001488,0.658371,2_5
12981,0,0,Steel,0.371448,0.021116,0.57958,0.073853,77.4257349125316,0.04593,0.02796,0.04015,0.0348,0.024295,0.012329,0.030423,0.0159,0.041764,0.041486,0.041765,74.56247,0.23348,0.556383,0.06629,0.120387,0.0112947552083332,0.0126413872420262,0.328899,0.279328,0.008268,0.004112,0.002967,0.000846,0.00058123,0.005969,0.0014,0.003093,0.601527,Generated 45
1181,0,0,Steel,0.432,0.073,0.5656,0.03,74.95,0.04,0.0286,0.04,0.0365,0.02335,0.013,0.0286,0.015,0.0426,0.0177,0.0385,71.0,0.126,0.5427,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.003728,0.000964,0.001894,0.006851,0.001349,0.002192,0.005304,0.658711,1_7
14404,0,0,Steel,0.417704,0.041346,0.56365,0.02189,72.37070017343088,0.03867,0.02834,0.04127,0.03583,0.020436,0.013793,0.029494,0.01468,0.045873,0.039686,0.029244,70.42052,0.12899,0.421873,0.06776,0.128324,0.0112947552083332,0.0126413872420262,0.330104,0.336747,0.009082,0.001612,0.010653,0.002281,0.002549,0.007271,0.003424,0.00099511,0.647114,Generated 51
3599,1,1,Steel,0.42,0.072,0.539,0.045,74.5,0.04,0.0286,0.036,0.0365,0.01825,0.0125,0.0286,0.015,0.0392,0.0465,0.0303,70.25,0.1041,0.5465,0.068,0.135,0.016,0.016,0.37,0.37,0.0063,0.000931,0.000967,0.001005,0.003792,0.006108,0.000918,0.001031,0.649573,2_7
4745,1,1,Titanium,0.38746,0.05434,0.5656,0.07869,74.00002,0.04,0.0286,0.05123,0.0365,0.030295,0.013754,0.0318,0.015,0.040405,0.023106,0.02654,72.2458,0.12856,0.48917,0.068,0.13,0.009966,0.011212,0.33,0.35,0.00983,0.00108,0.003006,0.006752,0.0045,0.00091948,0.001623,0.002005,0.612528,Generated 3
9926,0,0,Steel,0.430536,0.059857,0.57381,0.067025,72.93036534771467,0.04057,0.02913,0.04502,0.0353,0.023861,0.014765,0.031102,0.01427,0.043634,0.045501,0.029433,71.69338,0.11882,0.471164,0.07177,0.134762,0.0112947552083332,0.0126413872420262,0.331454,0.338317,0.009607,0.003019,0.002909,0.002583,0.003117,0.003748,0.004079,0.001067,0.669926,Generated 31
9525,0,0,Steel,0.387684,0.021163,0.55571,0.086317,72.56900086632565,0.05124,0.03586,0.04749,0.03909,0.021987,0.012897,0.030697,0.01465,0.033891,0.091509,0.026835,69.88285,0.11619,0.414634,0.0707,0.123722,0.0112947552083332,0.0126413872420262,0.329646,0.314714,0.009981,0.003184,0.002544,0.004502,0.001944,0.002403,0.001552,0.002947,0.62619,Generated 29
12708,1,1,Steel,0.414088,0.059121,0.57162,0.087639,72.65339754954842,0.03972,0.02868,0.04323,0.03766,0.023187,0.013692,0.032747,0.01478,0.053433,0.049346,0.046575,71.70808,0.20782,0.602765,0.06727,0.134542,0.015792,0.018184,0.330172,0.357695,0.009678,0.002899,0.002171,0.004481,0.002609,0.006995,0.005466,0.003194,0.720909,Generated 43
6703,1,1,Steel,0.43073,0.06615,0.52952,0.04315,72.43365,0.03952,0.0308,0.04559,0.03548,0.022547,0.01396,0.032551,0.01486,0.051845,0.044205,0.032419,69.32635,0.17507,0.51627,0.06797,0.129756,0.015851,0.018012,0.330084,0.350023,0.009965,0.002675,0.002321,0.001883,0.00050715,0.001688,0.00389,0.003191,0.651194,Generated 12
1229,0,0,Steel,0.415,0.0,0.5656,0.245,80.0,0.04,0.0254,0.0508,0.0365,0.0381,0.009525,0.03,0.015,0.19,0.015,0.19,73.0,0.2,0.415,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.000888,0.003758,0.001531,0.00050663,0.00081618,0.002957,0.005308,0.558854,1_7
2780,1,1,Steel,0.41,0.07,0.494,0.085,73.49999998763374,0.04,0.0286,0.0317,0.0365,0.02335,0.013,0.0286,0.015,0.033,0.015,0.023,69.5,0.0847,0.48,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001912,0.004506,0.004848,0.001197,0.00073031,0.000514,0.0006888,0.614023,2_4
10938,1,1,Titanium,0.35104,-0.0201,0.5563,0.08452,76.72965,0.04277,0.02632,0.03392,0.04006,0.020473,0.015599,0.029627,0.01407,0.069513,0.091866,0.046436,69.88386,0.20125,0.57293,0.08885,0.137703,0.01568,0.01532,0.33,0.368504,0.008116,0.000953,0.005875,0.001128,0.008309,0.003573,0.008488,0.002346,0.527879,Generated 36
14282,0,0,Aluminum,0.404127,0.040385,0.558,0.042945,72.48460418310289,0.04018,0.03972,0.05659,0.05113,0.023665,0.01397,0.031023,0.01478,0.100142,0.04749,0.026454,75.7944,0.10554,0.476065,0.06778,0.128844,0.0112947552083332,0.0126413872420262,0.32855,0.303246,0.008724,0.001343,0.000735,0.002338,0.002213,0.004614,0.001952,0.001386,0.619141,Generated 51
9726,0,0,Steel,0.393439,0.030208,0.58321,0.071556,74.24622022001212,0.04044,0.02856,0.04365,0.03696,0.023968,0.014003,0.031503,0.01477,0.044036,0.035971,0.029801,71.90162,0.11837,0.44258,0.07015,0.130292,0.0112947552083332,0.0126413872420262,0.330261,0.346488,0.009014,0.001929,0.002583,0.002923,0.001375,0.004941,0.002953,0.002923,0.642009,Generated 30
14370,1,0,Steel,0.402699,0.033129,0.56408,0.052436,73.2029786666379,0.04017,0.02907,0.04548,0.03642,0.022683,0.012695,0.030902,0.01482,0.05425,0.045261,0.027521,71.63485,0.12316,0.47257,0.06769,0.126199,0.015928,0.0126413872420262,0.329765,0.348727,0.008705,0.002527,0.001733,0.007743,0.002777,0.002547,0.002161,0.00069892,0.608334,Generated 51
3946,1,1,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001717,0.006861,0.004463,0.009762,0.002415,0.000808,0.004234,0.658742,2_8
3492,1,1,Steel,0.39,0.06,0.5656,0.045,76.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0324,0.032,76.0,0.1482,0.5524,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000682,0.003049,0.001583,0.001196,0.001141,0.000969,0.001076,0.628786,2_7
10497,1,1,Steel,0.602988,0.064293,0.5656,0.02932,70.72275896307559,0.0436,0.0286,0.03724,0.0365,0.026861,0.0163,0.029974,0.01443,0.04106,0.030046,0.032544,68.43472,0.12788,0.535422,0.08055,0.124293,0.015429,0.016288,0.33,0.35,0.007859,0.002746,0.003425,0.00336,0.00056012,0.00079486,0.000632,0.001971,0.665136,Generated 34
960,0,0,Steel,0.40278,0.05,0.5656,0.15,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.014,0.0318,0.015,0.035,0.07,0.035,71.5,0.19,0.635,0.068,0.12,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.001213,0.000684,0.000535,0.001926,0.001796,0.005331,0.00214,0.669394,1_5
3313,1,0,Steel,0.38,0.02,0.608,0.06,75.74937499553782,0.0316,0.0286,0.046,0.0365,0.02335,0.013,0.0318,0.015,0.0481,0.0625,0.0201,66.0,0.11,0.35,0.073,0.135,0.016,0.0177589703095392,0.33,0.35,0.009,0.001273,0.008289,0.0014,0.00089333,0.00248,0.004339,0.002164,0.653613,2_6
1164,0,0,Steel,0.405,0.025,0.5656,0.035,72.5,0.0348,0.0254,0.0317,0.0286,0.0222,0.014,0.0286,0.015,0.0338,0.0236,0.0292,71.0,0.125,0.5236,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.006627,0.008387,0.00145,0.002531,0.009305,0.003557,0.002349,0.597673,1_7
12659,0,0,Steel,0.402897,0.032943,0.56374,0.060238,72.41235420513688,0.03965,0.0317,0.04775,0.04157,0.02366,0.015396,0.031546,0.01482,0.044571,0.048783,0.03053,71.27099,0.13194,0.447469,0.06846,0.129245,0.0112947552083332,0.0126413872420262,0.328471,0.309727,0.008898,0.002832,0.002893,0.005319,0.002323,0.002796,0.002667,0.00315,0.643564,Generated 43
1306,0,0,Steel,0.485,0.01,0.5656,0.005,54.5,0.04,0.0936,0.034,0.0915,0.063,0.003,0.0308,0.015,0.0412,0.0468,0.0329,68.5,0.125,0.3464,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.000529,0.000974,0.003367,0.00062154,0.003323,0.003906,0.001774,0.609653,1_7
2993,1,1,Titanium,0.405,0.07,0.525,0.145,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0511,0.0108,0.0277,73.5,0.1042,0.4908,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004623,0.006331,0.001202,0.008495,0.007702,0.002933,0.003907,0.629701,2_5
5709,1,1,Aluminum,0.44215,0.05366,0.5789,0.04999,72.79016,0.03834,0.03289,0.04649,0.0438,0.023449,0.015731,0.031242,0.0148,0.045078,0.035791,0.029409,70.30098,0.12547,0.4552,0.06805,0.130512,0.002835,0.005776,0.331668,0.327145,0.010644,0.003702,0.002351,0.003168,0.005151,0.003808,0.002873,0.002479,0.674455,Generated 8
1575,0,0,Titanium,0.3189,0.048007,0.5656,0.045,73.00129752275186,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0518,0.0296,0.0332,71.00129,0.1168,0.3508,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.00217,0.002129,0.000867,0.001082,0.005351,0.009662,0.00062131,0.434158,1_9
3742,0,0,Aluminum,0.43,0.054,0.635,0.115,74.79998392900606,0.04,0.0286,0.06,0.0365,0.02135,0.016,0.0327,0.015,0.045,0.115,0.03,67.5,0.1231,0.48,0.073,0.142,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.003027,0.009281,0.001153,0.00097849,0.003473,0.002781,0.004546,0.741053,3_6
5580,1,1,Titanium,0.40825,0.046122,0.55967,0.057534,72.75733209358515,0.0369,0.04083,0.04643,0.03954,0.02607,0.017926,0.034468,0.01482,0.07336,0.045137,0.064632,76.75673,0.14826,0.532653,0.06859,0.125372,-0.001307,-0.001363,0.328328,0.332731,0.008183,0.002164,0.002045,0.002011,0.001206,0.009546,0.005233,0.002193,0.647945,Generated 6
3834,1,1,Titanium,0.415,0.068,0.584,0.045,72.0020591280437,0.04,0.0286,0.056,0.0365,0.02335,0.016,0.035,0.015,0.0458,0.0481,0.0346,72.0,0.19,0.5951,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00909,0.001161,0.001275,0.001183,0.008375,0.000608,0.00093204,0.638962,3_2
10740,0,0,Steel,0.415535,0.033532,0.5656,0.110064,70.92358067026895,0.04,0.02946,0.04339,0.0365,0.024233,0.014873,0.030837,0.015,0.06071,0.077243,0.026413,69.95872,0.13801,0.502724,0.068,0.132676,0.0112947552083332,0.0126413872420262,0.33,0.323237,0.009,0.003746,0.002948,0.001799,0.003456,0.00446,0.002209,0.002803,0.644137,Generated 35
10387,0,0,Steel,0.428813,0.06313,0.59247,0.054604,72.28057391225678,0.04,0.03391,0.05252,0.0406,0.02335,0.014281,0.033849,0.015,0.049475,0.056661,0.035293,68.84179,0.16619,0.4918,0.0698,0.135,0.0112947552083332,0.0126413872420262,0.33,0.317985,0.011113,0.00328,0.001718,0.004352,0.005683,0.002927,0.002441,0.004957,0.702141,Generated 33
1858,0,0,Steel,0.92917,0.07,0.5656,0.045,80.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0565,0.0609,0.0253,68.0,0.09,0.5269,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.004926,0.002944,0.000706,0.00541,0.002499,0.000643,0.001313,1.179774,2_1
4354,1,1,Titanium,0.41068,0.06303,0.58698,0.04503,72.25836,0.03998,0.02856,0.04437,0.03637,0.023605,0.01461,0.03338,0.01486,0.052973,0.056492,0.029567,73.05053,0.10298,0.57735,0.06819,0.129902,0.01595,0.017928,0.330495,0.350814,0.009537,0.005285,0.000616,0.001625,0.002713,0.002054,0.000358,0.001381,0.644565,Generated 1
12027,0,0,Steel,0.452588,0.028236,0.55934,0.047595,72.22161655513783,0.04008,0.0319,0.051,0.03691,0.029798,0.017754,0.033263,0.01576,0.045625,0.045286,0.028086,68.91828,0.12215,0.363313,0.06982,0.135944,0.0112947552083332,0.0126413872420262,0.329187,0.329648,0.009132,0.003099,0.00375,0.002853,0.005599,0.002554,0.002954,0.001683,0.633081,Generated 40
769,0,0,Steel,0.405,0.005,0.5656,0.045,71.49997621217057,0.04,0.0286,0.045,0.0365,0.02835,0.018,0.0318,0.015,0.047,0.0495,0.0273,69.0,0.125,0.3155,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.006581,0.007663,0.005458,0.004999,0.001703,0.005426,0.005363,0.636982,1_4
10253,0,0,Titanium,0.41533,0.069275,0.5656,0.04589,73.48349880313395,0.03984,0.03388,0.045,0.03678,0.023454,0.013181,0.031906,0.015,0.044374,0.033086,0.027774,72.90108,0.18965,0.626373,0.06906,0.130165,0.0112947552083332,0.0126413872420262,0.33,0.35,0.009073,0.001001,0.001018,0.000635,0.00089898,0.008774,0.002976,0.003423,0.663437,Generated 33
3940,1,0,Aluminum,0.43,0.07,0.6019,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0546,0.0551,0.0212,72.5,0.1499,0.4151,0.068,0.13,0.016,0.0177589703095392,0.33,0.35,0.009,0.001022,0.0091,0.004303,0.001418,0.00080491,0.009126,0.0005407,0.685759,3_6
6592,1,1,Steel,0.35042,-0.03329,0.54709,0.03253,69.97823,0.03971,0.03045,0.04467,0.03484,0.024338,0.017883,0.030242,0.0151,0.032957,0.025012,0.02515,67.59834,0.11736,0.29364,0.06686,0.135121,6e-06,-3.2e-05,0.329858,0.350199,0.009342,0.001895,0.00376,0.002858,0.003594,0.003469,0.002489,0.003453,0.58737,Generated 12
11536,1,1,Steel,0.506475,0.007648,0.62686,0.029127,71.22369596335848,0.04268,0.03578,0.04208,0.04849,0.032718,0.019191,0.03936,0.01183,0.033847,0.110951,0.020405,64.70283,0.22129,0.637229,0.06832,0.135794,0.013608,0.015036,0.33,0.325855,0.011808,0.006417,0.008141,0.006767,0.008558,0.004601,0.005241,0.007934,0.531622,Generated 38
4210,1,1,Titanium,0.43998,0.07128,0.52577,0.04462,74.76982,0.04002,0.03029,0.04506,0.03655,0.023354,0.012965,0.035262,0.015,0.058175,0.04445,0.025812,72.33906,0.10793,0.56765,0.06805,0.130077,-6.2e-05,4e-06,0.329944,0.350066,0.009013,0.001953,0.003995,0.000271,0.009445,0.003316,0.001527,0.00094456,0.651223,Generated 0
5912,1,1,Steel,0.409,0.04757,0.56434,0.04949,72.08927,0.03936,0.02925,0.04729,0.0371,0.024092,0.014955,0.031525,0.01531,0.048287,0.041048,0.030541,70.60281,0.12295,0.46765,0.06852,0.1342,0.002295,0.004824,0.330461,0.3303,0.008694,0.002582,0.002685,0.002749,0.003,0.002568,0.002043,0.003205,0.645076,Generated 9
9786,0,0,Steel,0.401956,0.049565,0.58769,0.0546,74.18210624273698,0.04034,0.02848,0.04366,0.0369,0.022936,0.013364,0.03152,0.01514,0.050229,0.040409,0.041355,72.75384,0.19349,0.592663,0.07444,0.131939,0.0112947552083332,0.0126413872420262,0.330267,0.332108,0.008894,0.002117,0.002932,0.007744,0.006983,0.004805,0.003203,0.00288,0.705451,Generated 30
