,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,Material,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
12988,0.0,0.0,0.385039,-0.00733,0.56413,0.05551,71.79682564582784,0.03924,0.02885,0.04768,0.0355,0.022734,0.015979,0.031111,0.0147,0.042197,0.047609,0.031048,70.7796,0.12959,0.31806,0.06665,0.129607,0.0112947552083332,0.0126413872420262,Steel,0.328985,0.323577,0.008877,0.002053,0.002376,0.009869,0.002155,0.008399,0.00315,0.003122,0.602248
3695,1.0,1.0,0.45,0.065,0.587,0.073,71.7,0.04,0.0286,0.05,0.0365,0.022,0.013,0.028,0.005,0.054,0.065,0.035,71.5,0.16,0.56,0.068,0.13,0.016,0.018,Titanium,0.355,0.355,0.009,0.0051965764725548,0.0020110739111079,0.0050099755789499,0.0031052944865787,0.0013313195216556,0.0008096382032327,0.0020768443064669,0.6589845621973497
7916,1.0,1.0,0.396324,0.061401,0.57244,0.043599,75.42508088349378,0.04,0.03214,0.045,0.03958,0.02335,0.013,0.0318,0.015,0.056123,0.028497,0.032625,75.1594,0.12745,0.523445,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.003979,0.000986,0.000574,0.002635,0.001151,0.003033,0.002231,0.675211
12274,0.0,0.0,0.338083,-0.018477,0.5627,0.035718,76.08472719302789,0.04012,0.02883,0.04281,0.03532,0.022017,0.018335,0.031125,0.01467,0.044902,0.038143,0.031697,75.85867,0.12557,0.299541,0.06684,0.126619,0.0112947552083332,0.0126413872420262,Titanium,0.330228,0.32062,0.010883,0.002242,0.004379,0.002924,0.001529,0.005263,0.007367,0.00468,0.548908
7390,1.0,1.0,0.43692,0.07008,0.5791,0.2076,73.6796,0.04062,0.02778,0.03379,0.038,0.024444,0.014857,0.040451,0.01479,0.049423,0.048347,0.021175,64.86141,0.1281,0.50794,0.06794,0.130124,0.016038,0.018223,Steel,0.329986,0.350364,0.008639,0.003845,0.002608,0.009613,0.005526,0.001816,0.00512,0.002296,0.646342
3202,1.0,1.0,0.42,0.07,0.5457000000000001,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0453,0.018,0.0335,72.0,0.1225,0.55,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0021260243636212,0.0011619898242908,0.0010800376551056,0.0026866506964037,0.0034401041480755,0.0012501604415111,0.0014302450697166,0.6629189555821867
10778,0.0,0.0,0.410827,0.07,0.5656,0.043144,73.25769613607291,0.04,0.03896,0.05389,0.0365,0.038581,0.014299,0.044377,0.015,0.060553,0.055798,0.034775,72.44327,0.12273,0.460186,0.068,0.131856,0.0112947552083332,0.0126413872420262,Aluminum,0.33,0.331442,0.009,0.002108,0.004159,0.001683,0.003103,0.00395,0.004285,0.004292,0.642384
10865,0.0,0.0,0.403625,0.045874,0.5656,0.034908,72.67912335454979,0.04,0.03806,0.04454,0.04286,0.023226,0.016546,0.031543,0.015,0.049157,0.02989,0.025636,70.67912,0.1487,0.568914,0.068,0.121375,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.008908,0.002469,0.004661,0.00586,0.005913,0.00052566,0.005833,0.006396,0.645311
15130,1.0,1.0,0.444163,0.072286,0.62458,0.045175,73.40821214885376,0.04023,0.02845,0.03426,0.03638,0.021536,0.012252,0.029118,0.01504,0.028487,0.039796,0.034061,72.75758,0.16932,0.639751,0.06823,0.130043,0.015636,0.018173,Steel,0.329892,0.374289,0.008945,0.00072,0.002204,0.002893,0.002704,0.001955,0.000641,0.003019,0.817962
6531,1.0,1.0,0.465033,0.107603,0.56325,0.048664,73.54944624535352,0.03998,0.0282,0.04259,0.03678,0.022987,0.013442,0.031125,0.01529,0.050403,0.041751,0.03072,71.75455,0.1396,0.505902,0.06844,0.135796,0.017913,0.020668,Steel,0.329802,0.356093,0.008899,0.007451,0.003023,0.006625,0.002632,0.006486,0.007644,0.008105,0.693423
11148,1.0,1.0,0.427128,0.071419,0.5656,0.045,73.9290880804072,0.04,0.02874,0.04253,0.03665,0.02335,0.013,0.0318,0.015,0.051347,0.049816,0.029517,71.92907,0.10366,0.498328,0.068,0.13,0.015979,0.017966,Titanium,0.33,0.342907,0.009,0.000984,0.002148,0.006893,0.001851,0.003563,0.003157,0.005138,0.673376
13326,0.0,0.0,0.381458,0.007977,0.56586,0.031225,71.48685547866206,0.03907,0.0291,0.04498,0.03747,0.026858,0.018538,0.031055,0.01484,0.042951,0.04281,0.027373,70.32157,0.1136,0.326768,0.06764,0.134707,0.0112947552083332,0.0126413872420262,Steel,0.329168,0.306267,0.008919,0.002106,0.005728,0.002598,0.002162,0.002188,0.004098,0.003519,0.603505
2293,0.0,0.0,0.405,0.07,0.5656,0.234,78.0,0.034,0.0330499999999999,0.021,0.0365,0.0285,0.0165,0.0318,0.015,0.0482,0.015,0.0141,70.0,0.080088888,0.485,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0042342814835743,0.0006655259689022,0.0007481462278531,0.0030512624859578,0.0052654408653863,0.0006444498073622,0.0017733519490136,0.6285501815658453
11056,0.0,0.0,0.432849,0.062855,0.58924,0.043576,73.14419319685749,0.04,0.02907,0.04329,0.03643,0.022851,0.012658,0.030888,0.01358,0.044278,0.021828,0.047448,72.0,0.14451,0.551395,0.068,0.131424,0.0112947552083332,0.0126413872420262,Steel,0.341395,0.320511,0.007291,0.006433,0.002172,0.001847,0.001525,0.003214,0.005595,0.002565,0.651395
5122,0.0,0.0,0.42492,0.0303,0.5656,0.07283,72.99998,0.03503,0.03993,0.045,0.0449,0.025984,0.018478,0.034952,0.015,0.069823,0.064831,0.026137,69.52157,0.14045,0.52043,0.0998,0.134969,0.0112947552083332,0.0126413872420262,Titanium,0.33,0.300308,0.011186,0.004903,0.001013,0.00653,0.001968,0.00597,0.000739,0.00536,0.691321
2257,0.0,0.0,0.3849914,0.026041330703323,0.5656,0.06,72.14560608217786,0.04,0.0302,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0448999999999999,0.0443,0.0306,71.14560608217786,0.0983,0.307,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.31099019,0.009,0.0028905110445799,0.0014555719640269,0.0007943876819597,0.0011808378869935,0.0011895059581644,0.0015297935052019,0.0083962509021028,0.6183635310868975
6418,1.0,1.0,0.40628,0.05262,0.56328,0.04053,73.0628,0.03952,0.03041,0.0435,0.03666,0.022935,0.013399,0.031532,0.01483,0.05224,0.032363,0.036421,72.34637,0.13405,0.51658,0.06788,0.134072,0.004711,0.006812,Titanium,0.330733,0.318233,0.008942,0.002561,0.0025,0.002411,0.002366,0.002586,0.001505,0.002759,0.639499
728,0.0,0.0,0.37,-0.01,0.5656,0.045,74.0,0.04,0.0286,0.049,0.0365,0.02335,0.013,0.0318,0.015,0.0519,0.0341,0.027,72.0,0.11,0.3001,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.3,0.009,0.001153522266455,0.0009835166350315,0.0012320066924679,0.0025713023630244,0.007253682675341,0.0007191744330491,0.0005526954638317,0.6003898508959145
7584,1.0,1.0,0.4403,0.071212,0.56641,0.045931,70.41187206343761,0.03928,0.02909,0.04502,0.03715,0.023068,0.022371,0.03548,0.01443,0.103831,0.050854,0.050092,72.85302,0.2026,0.449409,0.06774,0.135038,0.01547,0.017516,Aluminum,0.33036,0.350942,0.009293,0.002977,0.000916,0.002899,0.00883,0.004424,0.002912,0.001713,0.653886
732,0.0,0.0,0.38,0.02241618203559,0.5656,0.037,72.85377561014914,0.045,0.033,0.035,0.0345,0.018,0.015,0.026,0.015,0.0338,0.0216,0.0254,71.85377561014914,0.1099,0.4516,0.17,0.12,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0033360377108599,0.0010276370801153,0.0031881417762036,0.0038389878033298,0.0071483509670622,0.0063962504007405,0.0084208502657671,0.6745471768340537
1268,0.0,0.0,0.445,0.0675,0.5656,0.025,73.0,0.04,0.0339,0.036,0.0429,0.02335,0.015,0.0286,0.015,0.0517,0.0665999999999999,0.0259,71.0,0.12,0.485,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.0123,0.0021182639039216,0.0005695199024156,0.0021811495142257,0.0054336669278801,0.0014523817367601,0.0048477706665418,0.0088050461366989,0.7474104797413349
6296,1.0,1.0,0.40002,0.02504,0.56189,0.05381,70.3856,0.03958,0.03461,0.05091,0.04462,0.030934,0.021171,0.031429,0.01535,0.045322,0.040537,0.028234,66.86796,0.1109,0.34163,0.06862,0.139464,-0.001225,0.002745,Aluminum,0.330218,0.315991,0.008666,0.003142,0.00275,0.002397,0.006449,0.002357,0.002013,0.003554,0.639891
5979,1.0,1.0,0.377803,0.032567,0.58178,0.058671,74.35067042606445,0.03319,0.02664,0.04281,0.03893,0.026053,0.012839,0.032617,0.01558,0.04254,0.038049,0.023977,70.95865,0.10268,0.357489,0.07038,0.127973,0.002297,-0.000747,Titanium,0.329436,0.356079,0.009087,0.003316,0.001358,0.003104,0.01152,0.00217,0.002269,0.004811,0.607086
11074,0.0,0.0,0.396087,0.055991,0.57836,0.055,75.10141702502438,0.04,0.02972,0.0431,0.03875,0.028008,0.015452,0.034042,0.015,0.04962,0.040715,0.039533,74.40094,0.1395,0.568319,0.068,0.122995,0.0112947552083332,0.0126413872420262,Titanium,0.33,0.314976,0.009,0.003468,0.002061,0.00125,0.001008,0.003124,0.008013,0.005796,0.641329
11140,1.0,1.0,0.405449,0.052515,0.5392,0.123037,69.74048011910332,0.04,0.02614,0.045,0.04122,0.025675,0.015972,0.0318,0.015,0.051693,0.030094,0.028801,71.42638,0.11723,0.456659,0.068,0.131748,0.015947,0.017916,Titanium,0.33,0.332515,0.009,0.001361,0.001313,0.002415,0.002504,0.00103,0.001278,0.002021,0.638306
14310,0.0,0.0,0.407836,0.008964,0.56429,0.042408,71.94871675731702,0.03886,0.0383,0.05155,0.04248,0.032355,0.015846,0.030873,0.0147,0.04492,0.069026,0.026032,67.50753,0.09372,0.269266,0.06832,0.127829,0.0112947552083332,0.0126413872420262,Aluminum,0.328515,0.305014,0.00902,0.009791,0.003997,0.002392,0.008082,0.002082,0.000794,0.002023,0.597819
13920,0.0,0.0,0.381187,-0.01264,0.56154,0.034652,70.13622206820017,0.03906,0.02885,0.04702,0.04716,0.035351,0.019989,0.030592,0.01459,0.052674,0.050131,0.034798,66.80306,0.08457,0.199011,0.06809,0.127991,0.0112947552083332,0.0126413872420262,Steel,0.335058,0.301403,0.008386,0.001939,0.006335,0.0171,0.001668,0.001951,0.007341,0.002002,0.586186
6289,1.0,1.0,0.39565,0.02402,0.59022,0.01815,75.11907,0.04003,0.03612,0.04613,0.04216,0.022989,0.013971,0.031643,0.01526,0.06284,0.013947,0.031549,72.74208,0.11657,0.3852,0.0676,0.130766,0.00027,0.00204,Titanium,0.33397,0.284711,0.008954,0.000873,0.002546,0.001022,5.41e-05,0.005107,0.001703,0.002226,0.629717
2696,0.0,0.0,0.393,0.07,0.5656,0.045,75.5,0.04,0.0286,0.05,0.0365,0.035,0.024,0.07,0.015,0.049,0.04,0.035,75.5,0.1743,0.63,0.068,0.12,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0012302058798819,0.0013728495316322,0.0014094762874037,0.0052194306120893,0.0023725391006229,0.0019107049678076,0.0070445487947812,0.6563891743336512
4866,1.0,1.0,0.42835,0.07214,0.59316,0.06449,73.55474,0.03997,0.03883,0.04929,0.04375,0.024251,0.03127,0.032776,0.01523,0.047666,0.095921,0.033016,70.23947,0.11063,0.42942,0.09189,0.135412,0.016766,0.017721,Steel,0.330027,0.350359,0.008828,0.00153,0.002263,0.000604,0.001426,0.003393,0.001887,0.002792,0.667397
5825,1.0,1.0,0.415,0.07,0.5656,0.045,72.6673,0.04,0.0305,0.05166,0.03777,0.02335,0.013,0.0318,0.015,0.046468,0.047667,0.034764,72.33365,0.13167,0.54299,0.068,0.13,0.005338,0.006006,Aluminum,0.33,0.35,0.009,0.004078,0.005639,0.001554,0.002645,0.005771,0.00195,0.00086813,0.642002
9046,1.0,1.0,0.345614,0.033079,0.56244,0.061646,73.1363436750642,0.04016,0.04284,0.07722,0.03761,0.033581,0.014063,0.055627,0.01579,0.044742,0.05401,0.02336,71.69847,0.13024,0.46634,0.06995,0.129715,0.018109,0.018401,Titanium,0.329548,0.403487,0.008666,0.002971,0.003027,0.001285,0.002129,0.00306,0.000948,0.00034768,0.647071
7022,1.0,1.0,0.38851,0.07044,0.53664,0.04201,73.65007,0.03917,0.03013,0.04395,0.03539,0.023216,0.011465,0.029086,0.01501,0.037426,0.022248,0.020193,74.06411,0.07372,0.54743,0.06732,0.130219,0.015864,0.017952,Steel,0.329933,0.350333,0.008434,0.003427,0.002544,0.003105,0.0043,0.002369,0.001944,0.00061038,0.620899
9654,0.0,0.0,0.384516,0.093327,0.60904,0.060475,72.87771052634214,0.03874,0.03861,0.05387,0.05645,0.022047,0.013206,0.03497,0.01714,0.066218,0.028916,0.047447,73.86765,0.2642,0.512307,0.06499,0.128458,0.0112947552083332,0.0126413872420262,Aluminum,0.33392,0.347461,0.009366,0.001981,0.001036,0.00735,0.001712,0.003097,0.003026,0.002474,0.622739
4603,1.0,1.0,0.408,0.06875,0.56537,0.11431,74.51611,0.04001,0.0261,0.04019,0.03652,0.021015,0.019158,0.02914,0.01501,0.049217,0.036147,0.029817,71.73913,0.14537,0.49296,0.06801,0.129912,-2.6e-05,5.6e-05,Steel,0.329923,0.350175,0.008998,0.000643,0.002095,0.000948,0.005079,0.006075,0.001232,0.001225,0.654287
12915,0.0,0.0,0.412018,0.045591,0.56516,0.055508,72.94440281369536,0.04186,0.04184,0.04713,0.05508,0.023416,0.018734,0.037095,0.01542,0.043978,0.093293,0.027887,69.25644,0.13042,0.462273,0.06852,0.130337,0.0112947552083332,0.0126413872420262,Aluminum,0.328436,0.325652,0.010136,0.002872,0.002782,0.008186,0.002865,0.002657,0.002785,0.006078,0.669751
1775,0.0,0.0,0.379,-0.003,0.5656,0.045,69.5,0.04,0.0286,0.045,0.0365,0.02485,0.0165,0.0318,0.015,0.0481,0.0317,0.025,69.0,0.115,0.3427,0.068,0.135,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0017655870344283,0.0009208621551114,0.0017121763397639,0.0011518361738158,0.0009509781382577,0.0094800951835309,0.0015009779820446,0.5844273606446622
742,0.0,0.0,0.63149,0.075,0.5656,0.15,73.5,0.04,0.0286,0.0318,0.0365,0.025,0.0165,0.0318,0.015,0.0421,0.225,0.033,72.0,0.0929,0.5,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0057737324944966,0.0010082802845878,0.0021322531968338,0.0014856874053741,0.0066151033529335,0.0011104755471694,0.003684929750387,0.6708017797643638
2041,0.0,0.0,0.405,0.07,0.5656,0.205,74.5,0.04,0.0286,0.05,0.0365,0.02635,0.0115,0.0318,0.015,0.0505,0.1675,0.0287,75.0,0.125,0.6535,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0020928548080056,0.0013753620144598,0.0011141363761166,0.0006325420826472,0.001001298924456,0.0027979497330541,0.0020776039264932,0.6665089119956066
10264,0.0,0.0,0.405496,0.044498,0.58635,0.054685,77.12550502788302,0.04484,0.029,0.04731,0.03663,0.022816,0.0141,0.03086,0.01471,0.050924,0.018061,0.029966,67.97628,0.10114,0.438891,0.08425,0.14165,0.0112947552083332,0.0126413872420262,Steel,0.3296,0.356952,0.00907,0.003021,0.00422,0.000986,0.004666,0.00098582,0.004862,0.00012087,0.894453
14452,0.0,0.0,0.464886,0.044772,0.56392,0.058491,71.71970552660324,0.04014,0.03142,0.04613,0.04174,0.027027,0.014045,0.030485,0.01455,0.046364,0.114434,0.027715,67.75067,0.11082,0.438652,0.06719,0.13311,0.0112947552083332,0.0126413872420262,Steel,0.328341,0.349879,0.008753,0.002524,0.002475,0.002073,0.004537,0.002054,0.001019,0.005278,0.63765
4626,1.0,1.0,0.38499,0.005664,0.56574,0.04418,72.58446,0.04007,0.03541,0.05612,0.04535,0.033564,0.016571,0.039953,0.015,0.042827,0.037425,0.035398,71.65864,0.1233,0.31843,0.06801,0.130063,4.2e-05,6.8e-05,Aluminum,0.330011,0.300039,0.011117,0.001161,0.002309,0.002449,0.001118,0.005197,0.001549,0.002939,0.618187
7725,0.0,0.0,0.409412,0.07,0.56882,0.045,74.49998322747555,0.04,0.0286,0.04488,0.0365,0.024014,0.013,0.0318,0.015,0.048794,0.044172,0.037583,72.82361,0.14367,0.584764,0.068,0.13,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.009,0.007199,0.006117,0.001578,0.00090164,0.0005639,0.001542,0.005138,0.65653
2771,1.0,1.0,0.42,0.06,0.57,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0286,0.015,0.0492,0.0448,0.04,73.0,0.176,0.5347999999999999,0.068,0.135,0.016,0.018,Steel,0.33,0.35,0.009,0.0060327414816136,0.0035370540259361,0.0016922570922575,0.0043218877708742,0.0086835355113897,0.0006655259689022,0.0052500592245054,0.6235198008913312
4415,1.0,1.0,0.435,0.08,0.5656,0.03,73.5,0.04015,0.0286,0.03215,0.0365,0.01775,0.01075,0.0286,0.005,0.0332,0.024,0.0261,70.5,0.136,0.579,0.068,0.123,0.016,0.018,Steel,0.33,0.38,0.00925,0.0099416604439944,0.0008318470113652,0.0069983308987682,0.0032327541463946,0.002618749792181,0.0030135596127791,0.0018219959396625,0.6689262366933377
4586,1.0,1.0,0.41218,0.06938,0.56551,0.0636,70.22651,0.04001,0.02854,0.04494,0.03648,0.023468,0.012985,0.03178,0.015,0.047324,0.050351,0.034751,69.34333,0.17762,0.60592,0.06797,0.130038,0.016148,0.018015,Aluminum,0.329974,0.350499,0.008997,0.007941,0.002074,0.000982,0.00625,0.003371,0.001003,0.00079025,0.675359
14697,0.0,0.0,0.3687,0.006063,0.56048,0.043164,73.51398015783492,0.03784,0.02906,0.04296,0.03776,0.024398,0.015949,0.030699,0.01521,0.042773,0.030004,0.024691,77.91069,0.09091,0.318835,0.0679,0.126846,0.0112947552083332,0.0126413872420262,Steel,0.327001,0.299465,0.008777,0.003568,0.001929,0.004264,0.002732,0.002062,0.001847,0.01308,0.591908
6024,1.0,1.0,0.403186,0.032876,0.57898,0.043809,74.26025768599283,0.0341,0.02566,0.03894,0.03308,0.022431,0.014001,0.049917,0.01509,0.04279,0.036111,0.021325,69.81503,0.10582,0.377749,0.07082,0.137564,0.003751,0.002878,Titanium,0.330139,0.359233,0.009056,0.003632,0.001663,0.003417,0.004083,0.00076891,0.000146,0.01545,0.625507
8302,0.0,0.0,0.478711,0.061741,0.56442,0.047232,72.32956180374048,0.03868,0.02641,0.03999,0.03539,0.021221,0.013016,0.030862,0.01466,0.04604,0.058113,0.051866,70.04324,0.12393,0.507852,0.06886,0.140721,0.0112947552083332,0.0126413872420262,Steel,0.327564,0.330199,0.009006,0.002685,0.001908,0.006899,0.002891,0.00098575,0.00164,0.007641,0.721923
5672,1.0,1.0,0.41024,0.07008,0.56578,0.03516,74.46808,0.04,0.0286,0.03622,0.03662,0.02335,0.013,0.028654,0.015,0.039279,0.025424,0.028218,72.00798,0.10224,0.47633,0.068,0.13008,0.016,0.018,Steel,0.33,0.35,0.009,0.009154,0.003286,0.001055,0.001172,0.00846,0.000602,0.00060721,0.627747
15046,1.0,1.0,0.401628,0.07195,0.56567,0.042526,74.19012765186879,0.04005,0.02908,0.04479,0.04347,0.022976,0.012117,0.031875,0.01502,0.051189,0.039026,0.032637,71.16061,0.09388,0.53597,0.06799,0.130039,0.016054,0.018011,Aluminum,0.329986,0.349919,0.008905,0.003401,0.001544,0.001828,0.00215,0.001095,0.003036,0.004566,0.644071
3596,1.0,1.0,0.45,0.067,0.5656,0.055,74.0011023905367,0.045,0.0286,0.0412999999999999,0.0365,0.045,0.019,0.05,0.015,0.0679,0.052,0.038,73.0,0.1480999999999999,0.518,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0077132930527865,0.0067322441332228,0.0006258694123998,0.0088243868496532,0.0015546075296499,0.0039878031741246,0.0006025134480735,0.6667927443549739
1455,0.0,1.0,0.595,0.1,0.5656,0.055,54.5,0.06,0.0386,0.055,0.0465,0.03835,0.013,0.0418,0.025,0.085,0.0486,0.0636,39.5,0.1753,0.4086,0.078,0.12,0.0158425319267067,0.018,Steel,0.33,0.3,0.009,0.0041758479236796,0.0005830062390004,0.0079017223067444,0.0067076699513939,0.0030003642439726,0.0059844017056632,0.0017514395557198,0.6005621403081203
2749,1.0,1.0,0.39475,0.075,0.5656,0.125,76.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0313,0.0446,0.0295,73.0,0.1585,0.6546000000000001,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0046091973276414,0.0044177640157179,0.0051436385534591,0.0024935180098753,0.0080005813546165,0.003465356613227,0.0079075035819035,0.6891473568362891
702,0.0,0.0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0302,0.038,0.0365,0.02335,0.013,0.035,0.015,0.0407,0.023,0.0346,72.5,0.1546,0.593,0.068,0.13,0.0158425319267067,0.0177455382843988,Titanium,0.33,0.3,0.007,0.0010127146229326,0.0024465495623609,0.0015500661407438,0.0039587435788433,0.0019303697914437,0.0044567074286065,0.0008312388375701,0.6648888118653975
13153,1.0,1.0,0.409355,0.064566,0.57512,0.146755,72.15463778888704,0.03853,0.02702,0.04254,0.04057,0.026394,0.013349,0.034429,0.01472,0.060056,0.04895,0.06781,71.74472,0.26161,0.729556,0.06511,0.131603,0.015676,0.018379,Steel,0.330173,0.382473,0.010061,0.002882,0.001218,0.004277,0.001873,0.009028,0.007041,0.002915,0.753725
3849,1.0,0.0,0.435,0.065,0.5995,0.13,74.0,0.04,0.0286,0.05,0.0365,0.02335,0.013,0.0349,0.015,0.047,0.13,0.0298,69.0,0.12,0.46,0.073,0.135,0.016,0.0177455382843988,Steel,0.33,0.35,0.009,0.0009035165952923,0.0005783346662077,0.0050986926279871,0.0042342814835743,0.0041666955737874,0.0008943124031332,0.0006635818047358,0.7455095312598436
6582,1.0,1.0,0.453856,0.111165,0.56449,0.042996,73.24302841651755,0.04005,0.02819,0.04711,0.03742,0.022795,0.013342,0.031461,0.01489,0.04786,0.044805,0.030854,71.61343,0.15431,0.502298,0.06796,0.136046,0.014033,0.019394,Steel,0.32964,0.353746,0.008932,0.002796,0.002773,0.005806,0.001804,0.006683,0.005256,0.007297,0.706891
12056,0.0,1.0,0.419215,-0.021748,0.52837,0.023345,75.35094014480384,0.03603,0.03256,0.04282,0.04632,0.022665,0.011501,0.036353,0.01277,0.068491,0.096674,0.023374,65.8337,0.08229,0.614615,0.06936,0.123844,0.0112947552083332,0.015159,Titanium,0.33,0.336879,0.009226,0.003026,0.007867,0.008055,0.008677,0.004502,0.003195,0.008923,0.570901
9548,1.0,1.0,0.40925,0.07203,0.56615,0.030229,71.66636315587655,0.04052,0.02736,0.03346,0.03672,0.02635,0.013235,0.033322,0.01555,0.044694,0.04942,0.03491,73.91221,0.17179,0.55557,0.0684,0.130413,0.015994,0.018492,Steel,0.33148,0.368745,0.009773,0.002888,0.00145,0.002285,0.00019104,0.00045334,0.009471,0.003515,0.67506
7232,1.0,1.0,0.48515,0.07107,0.56505,0.04517,73.08035,0.03964,0.0287,0.04614,0.03703,0.020586,0.01293,0.030839,0.01503,0.047754,0.048053,0.038885,71.98995,0.14077,0.51882,0.06771,0.134868,9.3e-05,-0.00028,Steel,0.329925,0.299429,0.010058,0.004528,0.004279,0.004441,0.002868,0.00291,6e-05,0.001483,0.761771
2297,0.0,0.0,0.425,0.07,0.52912,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0505,0.0484,0.0355,72.5,0.09,0.5,0.068,0.13,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.0092067706968466,0.0058588090540546,0.0079655494869233,0.0060063261260233,0.003615519612225,0.0011417712475411,0.0007805653678731,0.6625454294984819
14010,0.0,0.0,0.373078,0.025368,0.556,0.035331,74.26885205291977,0.04416,0.02641,0.04268,0.03489,0.02234,0.01403,0.030973,0.01455,0.040477,0.042756,0.034412,71.72671,0.11925,0.399419,0.06769,0.128571,0.0112947552083332,0.0126413872420262,Titanium,0.333463,0.33029,0.00867,0.001914,0.002342,0.007318,0.00209,0.001281,0.002554,0.004149,0.593276
5740,1.0,1.0,0.40806,0.03806,0.55515,0.05597,72.44043,0.04,0.03584,0.04866,0.04308,0.028944,0.01556,0.0318,0.015,0.042391,0.056561,0.031075,68.34347,0.11543,0.37696,0.07166,0.131343,0.004299,0.004836,Aluminum,0.33,0.313435,0.009,0.002169,0.000945,0.007103,0.004524,0.006131,0.001014,0.00249,0.63745
2186,1.0,1.0,0.39,0.06,0.5656,0.11,74.0,0.04,0.0268,0.036,0.0365,0.026,0.0125,0.0318,0.015,0.025,0.0815999999999999,0.036,74.0,0.145,0.6116,0.068,0.12,0.016,0.018,Steel,0.33,0.35,0.009,0.0024771585297376,0.0088696805521566,0.0043440711023942,0.0006640673126865,0.0017746494174861,0.001635074448869,0.002867349658218,0.6186521178164229
9478,0.0,0.0,0.37196,-0.036804,0.56652,0.195301,74.01354205940949,0.0654,0.02924,0.05098,0.03577,0.023786,0.015045,0.030571,0.01511,0.047391,0.050538,0.039135,78.13865,0.12529,0.562799,0.06744,0.130238,0.0112947552083332,0.0126413872420262,Aluminum,0.330359,0.350455,0.010331,0.005164,0.001455,0.000618,0.002846,0.00042976,0.000346,0.00036299,0.637765
12631,0.0,0.0,0.401128,0.089346,0.5812,0.058309,76.02364989206694,0.04456,0.03279,0.04318,0.04339,0.027056,0.015387,0.031466,0.01474,0.070946,0.0353,0.031008,73.51848,0.14274,0.496156,0.06829,0.126461,0.0112947552083332,0.0126413872420262,Aluminum,0.329705,0.331282,0.008799,0.001713,0.00274,0.00223,0.002962,0.006936,0.001906,0.003785,0.644763
12387,0.0,0.0,0.41042,0.035344,0.56103,0.049584,72.73555969737018,0.04006,0.02894,0.04665,0.03631,0.02352,0.014105,0.032212,0.01485,0.045472,0.043746,0.029637,70.64251,0.12595,0.416116,0.06991,0.12929,0.0112947552083332,0.0126413872420262,Steel,0.329646,0.33118,0.009271,0.002615,0.004327,0.00277,0.003088,0.002358,0.002706,0.002626,0.634456
9816,0.0,0.0,0.410588,0.027907,0.54681,0.038032,69.39676273780434,0.03539,0.0238,0.03167,0.02979,0.022184,0.012231,0.026007,0.01477,0.037675,0.030235,0.024094,74.10474,0.13004,0.45217,0.0623,0.139405,0.0112947552083332,0.0126413872420262,Steel,0.331537,0.322471,0.007564,0.001309,0.002697,0.006303,0.00014702,0.002991,0.005598,0.001863,0.603166
10515,0.0,0.0,0.393929,0.044323,0.55481,0.075974,74.71014414672955,0.03908,0.03205,0.04922,0.04091,0.027509,0.017324,0.031574,0.01412,0.045857,0.049391,0.033613,71.66586,0.12549,0.426548,0.0714,0.13213,0.0112947552083332,0.0126413872420262,Aluminum,0.332423,0.314799,0.009525,0.003385,0.001833,0.003849,0.00204,0.004861,0.000914,0.002518,0.688013
